"Nom";"Reference_SKU";"Prix_TTC";"Devise";"Disponibilite";"Categorie_Niveau1";"Categorie_Niveau2";"Categorie_Niveau3";"Categorie_Niveau4";"Categorie";"URL_Produit";"URL_Image";"Description_Courte";"Description_Longue"
"Verre trempé Samsung Galaxy A3 (A300FU)";"5823";"1.2";"EUR";"En stock";"Samsung";"Galaxy A";"A3 (A300FU)";"";"Samsung > Galaxy A > A3 (A300FU)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-a3-a300fu.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_60.jpg";"Verre trempé Samsung Galaxy A3 (A300FU). ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy A3 (A300FU)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Samsung Galaxy S5 Mini (G800F)";"5828";"1.2";"EUR";"Rupture / sur commande";"Samsung";"Galaxy S";"S5 Mini (G800F)";"";"Samsung > Galaxy S > S5 Mini (G800F)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-s5-mini-g800f.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_55.jpg";"Verre trempé Samsung Galaxy S5 Mini (G800F). ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S5 Mini (G800F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Samsung Galaxy S5 (G900F)";"5827";"2.4";"EUR";"Rupture / sur commande";"Samsung";"Galaxy S";"S5 (G900F)";"";"Samsung > Galaxy S > S5 (G900F)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-s5-g900f.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_56.jpg";"Verre trempé Samsung Galaxy S5 (G900F). ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S5 (G900F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Samsung Galaxy S3 (i9300)";"5830";"3.6";"EUR";"En stock";"Samsung";"Galaxy S";"S3 (i9300)";"";"Samsung > Galaxy S > S3 (i9300)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-s3-i9300.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_53.jpg";"Verre trempé Samsung Galaxy S3 (i9300). ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S3 (i9300)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Samsung Galaxy S4 (i9505)";"5825";"3.6";"EUR";"Rupture / sur commande";"Samsung";"Galaxy S";"S4 (i9505)";"";"Samsung > Galaxy S > S4 (i9505)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-s4-i9505.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_58.jpg";"Verre trempé Samsung Galaxy S4 (i9505). ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S4 (i9505)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Samsung Galaxy Note 4 (N910F)";"5832";"3.6";"EUR";"En stock";"Samsung";"Galaxy Note";"Note 4 (N910F)";"";"Samsung > Galaxy Note > Note 4 (N910F)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-note-4-n910f.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_51.jpg";"Verre trempé Samsung Galaxy Note 4 (N910F). ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy Note 4 (N910F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Samsung Galaxy Core Plus (G350)";"5834";"3.6";"EUR";"En stock";"Samsung";"Galaxy Core";"Core Plus (G350)";"";"Samsung > Galaxy Core > Core Plus (G350)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-core-plus-g350.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_49.jpg";"Verre trempé Samsung Galaxy Core Plus (G350). ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy Core Plus (G350)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Nokia Lumia 830";"3959";"6";"EUR";"En stock";"Nokia";"Lumia";"Lumia 830";"";"Nokia > Lumia > Lumia 830";"https://www.pieces2mobile.com/verre-trempe-nokia-lumia-830.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_47.jpg";"Verre trempé Nokia Lumia 830. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Nokia Lumia 830Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Intégral Samsung Galaxy S6 Edge (G925F)";"6144";"3.6";"EUR";"En stock";"Samsung";"Galaxy S";"S6 Edge (G925F)";"";"Samsung > Galaxy S > S6 Edge (G925F)";"https://www.pieces2mobile.com/verre-trempe-integral-samsung-galaxy-s6-edge-g925f.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_integrale-3d_1_4.jpg";"Verre trempé Intégral Samsung Galaxy S6 Edge (G925F). ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S6 Edge (G925F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : OuiConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Intégral Samsung Galaxy S6 Edge (G925F) Noir";"6145";"3.6";"EUR";"En stock";"Samsung";"Galaxy S";"S6 Edge (G925F)";"";"Samsung > Galaxy S > S6 Edge (G925F)";"https://www.pieces2mobile.com/verre-trempe-integral-samsung-galaxy-s6-edge-g925f-noir.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/s/6/s6_screen_protector_black.jpg";"Verre trempé Intégral Samsung Galaxy S6 Edge (G925F) Noir. ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S6 Edge (G925F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : OuiConfidentiel : NonCouleur : NoirÉpaisseur : 0.3 mm"
"Verre trempé Intégral Samsung Galaxy S6 Edge (G925F) Blanc";"6146";"3.6";"EUR";"En stock";"Samsung";"Galaxy S";"S6 Edge (G925F)";"";"Samsung > Galaxy S > S6 Edge (G925F)";"https://www.pieces2mobile.com/verre-trempe-integral-samsung-galaxy-s6-edge-g925f-blanc.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/s/6/s6_screen_protector_white.jpg";"Verre trempé Intégral Samsung Galaxy S6 Edge (G925F) Blanc. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S6 Edge (G925F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : OuiConfidentiel : NonCouleur : BlancÉpaisseur : 0.3 mm"
"Verre trempé Intégral Samsung Galaxy S6 Edge (G925F) Or";"6147";"3.6";"EUR";"En stock";"Samsung";"Galaxy S";"S6 Edge (G925F)";"";"Samsung > Galaxy S > S6 Edge (G925F)";"https://www.pieces2mobile.com/verre-trempe-integral-samsung-galaxy-s6-edge-g925f-or.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/s/6/s6_screen_protector_gold_.jpg";"Verre trempé Intégral Samsung Galaxy S6 Edge (G925F) Or. ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S6 Edge (G925F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : OuiConfidentiel : NonCouleur : OrÉpaisseur : 0.3 mm"
"Verre trempé Samsung Galaxy Note 3 Neo (N7505)";"6152";"3.6";"EUR";"En stock";"Samsung";"Galaxy Note";"Note 3 Neo (N7505)";"";"Samsung > Galaxy Note > Note 3 Neo (N7505)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-note-3-neo-n7505.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_44.jpg";"Verre trempé Samsung Galaxy Note 3 Neo (N7505). ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy Note 3 Neo (N7505)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Sony Xperia Z3 Compact (D5803)";"6273";"1.2";"EUR";"Rupture / sur commande";"Sony";"Gamme Z";"Z3 Compact (D5803)";"";"Sony > Gamme Z > Z3 Compact (D5803)";"https://www.pieces2mobile.com/verre-trempe-sony-xperia-z3-compact-d5803.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_43.jpg";"Verre trempé Sony Xperia Z3 Compact (D5803). ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Sony Xperia Z3 Compact (D5803)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Coque Silicone Samsung Galaxy S6 Edge (G925F) Transparent";"6339";"3.6";"EUR";"En stock";"Samsung";"Galaxy S";"S6 Edge (G925F)";"";"Samsung > Galaxy S > S6 Edge (G925F)";"https://www.pieces2mobile.com/coque-silicone-samsung-galaxy-s6-edge-g925f-transparent.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/g/9/g925f_7.jpg";"Coque Silicone Samsung Galaxy S6 Edge (G925F) Transparent. ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S6 Edge (G925F)Inclus : La coque de protectionAvec : Ouverture Caméra, Ouverture Charge, Ouverture Jack, Protection Boutons, Structure thermo-mouléeMarque : NintendoModèle : /Couleur externe : TransparentCouleur interne : TransparentTexture : LisseMatière : Silicone semi-rigideType : TPU (polyuréthanes thermoplastiques)"
"Verre trempé Samsung Galaxy J1 (J100F)";"6702";"1.2";"EUR";"En stock";"Samsung";"Galaxy J";"J1 (J100F)";"";"Samsung > Galaxy J > J1 (J100F)";"https://www.pieces2mobile.com/verre-trempe-samsung-galaxy-j1-j100f.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_39.jpg";"Verre trempé Samsung Galaxy J1 (J100F). ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy J1 (J100F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Intégral Samsung Galaxy S6 Edge Plus (G928F)";"6703";"3.6";"EUR";"En stock";"Samsung";"Galaxy S";"S6 Edge Plus (G928F)";"";"Samsung > Galaxy S > S6 Edge Plus (G928F)";"https://www.pieces2mobile.com/verre-trempe-integral-samsung-galaxy-s6-edge-plus-g928f.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_integrale-3d_1_3.jpg";"Verre trempé Intégral Samsung Galaxy S6 Edge Plus (G928F). ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Samsung Galaxy S6 Edge Plus (G928F)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : OuiConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé HTC Desire 626";"6716";"1.2";"EUR";"En stock";"Accessoires";"Protection Écran";"Verre Trempé";"";"Accessoires > Protection Écran > Verre Trempé";"https://www.pieces2mobile.com/verre-trempe-htc-desire-626.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_26.jpg";"Verre trempé HTC Desire 626. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : HTC Desire 626Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé HTC Desire 510";"6717";"1.2";"EUR";"En stock";"HTC";"Desire";"Desire 510 (OPCV200)";"";"HTC > Desire > Desire 510 (OPCV200)";"https://www.pieces2mobile.com/verre-trempe-htc-desire-510.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_25.jpg";"Verre trempé HTC Desire 510. ReparMonPhone, principal grossiste en pièces détachées pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : HTC Desire 510Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
"Verre trempé Huawei P8 (GRA-L09)";"6718";"3.6";"EUR";"En stock";"Huawei";"Gamme P";"P8 (GRA-L09)";"";"Huawei > Gamme P > P8 (GRA-L09)";"https://www.pieces2mobile.com/verre-trempe-huawei-p8-gra-l09.html";"https://www.pieces2mobile.com/media/catalog/product/cache/08ce6ea9b7ea9e423fa7c2e2ae0fab3c/t/e/tempered-glass_24.jpg";"Verre trempé Huawei P8 (GRA-L09). ReparMonPhone, principal grossiste en pièces de rechange pour mobiles en Europe. Envois gratuits dès 35 euros. Comptes professionnels.";"La photo est non contractuelle, la forme peut changer en fonction du modèle de smartphone (emplacement caméra, etc...), seule l'apparence demeure.CARACTÉRISTIQUESCompatible : Huawei P8 (GRA-L09)Inclus : Le verre trempé de protectionAvec : Technologie 2.5D (Polissage des angles et côtés du verre)Intégrale : NonConfidentiel : NonCouleur : TransparentÉpaisseur : 0.3 mm"
